,Age,Occupation,Race,Sex,HoursPerWeek,EducationNum
16770,26, Craft-repair, White, Male,50,7
16771,33, Other-service, White, Male,40,11
16772,39, Craft-repair, White, Female,40,10
16773,44, Transport-moving, White, Male,40,9
16774,38, Exec-managerial, White, Female,40,9
16775,18, Other-service, White, Male,15,8
16776,54, Other-service, White, Female,15,9
16777,45, Adm-clerical, Black, Female,40,9
16778,43, Exec-managerial, Asian-Pac-Islander, Male,40,14
16779,23, Prof-specialty, White, Female,40,13
16780,37, Exec-managerial, White, Male,40,10
16781,33, Craft-repair, White, Male,50,7
16782,45, Transport-moving, White, Male,50,13
16783,32, Exec-managerial, White, Male,55,13
16784,47, Craft-repair, White, Male,40,4
16785,44, Prof-specialty, White, Male,40,12
16786,22, Machine-op-inspct, White, Male,40,9
16787,17, Sales, White, Male,30,7
16788,64, Exec-managerial, White, Male,60,16
16789,30, Protective-serv, White, Male,45,13
16790,51, Prof-specialty, White, Male,70,13
16791,26, Protective-serv, White, Male,40,9
16792,31, Sales, White, Female,40,10
16793,50, Craft-repair, White, Male,40,7
16794,18, ?, White, Male,10,10
16795,63, Exec-managerial, White, Female,40,9
16796,48, Exec-managerial, White, Male,43,11
16797,37, Sales, White, Male,50,13
16798,51, ?, White, Male,28,9
16799,29, Exec-managerial, White, Female,38,9
16800,69, Prof-specialty, White, Male,25,14
16801,56, Transport-moving, White, Male,60,9
16802,26, ?, White, Female,40,13
16803,39, Prof-specialty, White, Male,40,14
16804,42, Other-service, White, Female,22,9
16805,41, Tech-support, White, Male,40,9
16806,45, Machine-op-inspct, White, Male,40,9
16807,23, Adm-clerical, White, Male,40,10
16808,29, Prof-specialty, White, Male,50,13
16809,34, Craft-repair, White, Male,50,10
16810,31, ?, White, Female,20,13
16811,46, Prof-specialty, White, Female,40,13
16812,46, Machine-op-inspct, White, Female,25,9
16813,33, Other-service, White, Female,40,3
16814,46, Adm-clerical, White, Male,40,11
16815,26, Other-service, Black, Female,40,9
16816,49, Prof-specialty, White, Female,50,13
16817,66, ?, Other, Female,35,9
16818,55, Tech-support, White, Female,40,9
16819,35, Machine-op-inspct, White, Male,40,9
16820,27, Adm-clerical, White, Female,40,10
16821,31, Exec-managerial, White, Female,40,9
16822,47, Adm-clerical, White, Female,16,10
16823,48, Craft-repair, White, Male,40,9
16824,27, Adm-clerical, White, Female,56,10
16825,38, Adm-clerical, White, Female,40,9
16826,27, Exec-managerial, White, Female,40,9
16827,23, ?, White, Male,20,12
16828,17, Other-service, White, Male,15,8
16829,44, Exec-managerial, White, Male,40,13
16830,26, Sales, White, Male,48,9
16831,37, Transport-moving, White, Female,40,9
16832,49, Exec-managerial, White, Male,55,13
16833,42, Craft-repair, White, Male,40,9
16834,26, Prof-specialty, White, Female,40,13
16835,73, ?, White, Female,32,11
16836,44, Craft-repair, White, Male,40,10
16837,47, Prof-specialty, White, Female,40,14
16838,28, ?, White, Female,20,10
16839,49, Tech-support, White, Male,40,10
16840,17, Sales, White, Female,20,9
16841,42, Prof-specialty, White, Male,40,10
16842,30, Craft-repair, White, Male,40,6
16843,36, Tech-support, Asian-Pac-Islander, Male,37,11
16844,53, Prof-specialty, White, Female,40,13
16845,23, Handlers-cleaners, Black, Male,40,9
16846,35, Other-service, White, Female,40,9
16847,32, Craft-repair, Amer-Indian-Eskimo, Male,60,7
16848,39, Prof-specialty, White, Female,50,13
16849,40, Prof-specialty, White, Male,60,14
16850,28, Adm-clerical, White, Male,40,10
16851,32, Transport-moving, White, Male,40,9
16852,42, Adm-clerical, White, Female,40,10
16853,35, Adm-clerical, White, Female,43,13
16854,35, Machine-op-inspct, Black, Female,40,8
16855,21, Machine-op-inspct, White, Male,40,9
16856,71, Exec-managerial, White, Male,40,4
16857,31, Other-service, White, Male,40,9
16858,25, Adm-clerical, Black, Female,40,10
16859,35, Adm-clerical, White, Female,40,9
16860,24, Other-service, White, Male,25,9
16861,69, Sales, White, Male,25,10
16862,35, Sales, Asian-Pac-Islander, Male,40,14
16863,35, Sales, White, Male,40,13
16864,42, Sales, White, Male,50,13
16865,51, Tech-support, White, Male,40,11
16866,48, Transport-moving, White, Male,44,9
16867,49, Adm-clerical, White, Male,40,11
16868,53, Exec-managerial, White, Male,99,12
16869,43, Adm-clerical, White, Male,40,10
16870,53, Exec-managerial, White, Male,40,13
16871,35, Machine-op-inspct, White, Male,40,9
16872,36, Other-service, White, Female,40,9
16873,34, Prof-specialty, White, Female,40,14
16874,48, Other-service, White, Male,40,10
16875,53, Adm-clerical, White, Female,40,9
16876,37, Handlers-cleaners, White, Male,40,10
16877,49, Exec-managerial, White, Female,40,15
16878,30, ?, White, Male,40,10
16879,41, Craft-repair, White, Male,40,9
16880,25, Other-service, White, Female,40,10
16881,24, Craft-repair, White, Male,65,10
16882,34, Craft-repair, White, Male,40,9
16883,29, Craft-repair, White, Female,42,9
16884,23, Tech-support, Black, Female,45,13
16885,46, Sales, White, Male,42,10
16886,20, Other-service, White, Female,15,10
16887,63, Craft-repair, White, Male,40,8
16888,40, Sales, White, Male,50,14
16889,33, Prof-specialty, White, Male,50,12
16890,24, Adm-clerical, Black, Female,40,10
16891,36, Other-service, White, Male,45,10
16892,25, Prof-specialty, White, Male,40,9
16893,54, Other-service, White, Male,40,5
16894,50, Sales, White, Male,50,13
16895,58, Exec-managerial, White, Male,40,13
16896,17, Other-service, White, Male,20,7
16897,40, Exec-managerial, White, Male,50,9
16898,27, Sales, White, Male,40,13
16899,20, Sales, White, Female,26,9
16900,22, Craft-repair, White, Male,35,7
16901,80, Exec-managerial, White, Male,25,7
16902,52, Transport-moving, White, Male,45,9
16903,40, Adm-clerical, White, Male,48,13
16904,48, Machine-op-inspct, White, Female,48,6
16905,62, Handlers-cleaners, White, Male,25,9
16906,32, Tech-support, White, Male,42,12
16907,21, ?, White, Female,28,10
16908,58, Exec-managerial, White, Male,40,13
16909,37, Exec-managerial, White, Male,60,14
16910,29, Prof-specialty, White, Male,35,16
16911,25, Other-service, White, Male,40,9
16912,26, Machine-op-inspct, White, Male,40,10
16913,50, Sales, White, Male,50,10
16914,30, Prof-specialty, White, Male,40,13
16915,30, Prof-specialty, White, Male,80,13
16916,59, Other-service, White, Female,10,9
16917,36, Handlers-cleaners, White, Male,40,9
16918,37, Exec-managerial, White, Male,50,14
16919,42, Exec-managerial, White, Female,40,13
16920,34, Exec-managerial, Black, Male,45,13
16921,27, Craft-repair, White, Male,40,5
16922,39, Tech-support, White, Male,50,13
16923,41, Other-service, Asian-Pac-Islander, Male,60,11
16924,34, Craft-repair, Asian-Pac-Islander, Male,70,13
16925,41, Exec-managerial, White, Male,40,10
16926,50, Adm-clerical, Black, Female,40,10
16927,18, Handlers-cleaners, White, Female,28,9
16928,23, Exec-managerial, White, Female,15,13
16929,26, Craft-repair, White, Male,48,9
16930,38, Transport-moving, White, Male,60,10
16931,27, Prof-specialty, White, Male,88,10
16932,21, Handlers-cleaners, Other, Male,40,6
16933,41, Other-service, White, Male,40,9
16934,42, Craft-repair, Amer-Indian-Eskimo, Male,35,12
16935,25, Machine-op-inspct, White, Male,40,6
16936,43, Sales, White, Male,40,13
16937,23, Handlers-cleaners, White, Male,15,10
16938,40, Prof-specialty, White, Male,40,13
16939,23, Sales, Black, Male,9,10
16940,18, Other-service, White, Female,20,7
16941,37, Exec-managerial, White, Male,50,13
16942,58, Machine-op-inspct, Black, Male,40,5
16943,36, Craft-repair, White, Male,40,10
16944,36, Prof-specialty, White, Male,40,12
16945,25, Prof-specialty, White, Female,40,11
16946,62, Exec-managerial, White, Male,40,13
16947,34, Transport-moving, White, Male,40,10
16948,27, Prof-specialty, White, Female,36,13
16949,23, Sales, White, Male,35,9
16950,55, Adm-clerical, White, Female,40,9
16951,42, Machine-op-inspct, White, Male,40,9
16952,22, Adm-clerical, Black, Female,38,9
16953,44, Sales, White, Male,40,12
16954,42, Transport-moving, White, Male,40,10
16955,21, Adm-clerical, White, Male,40,9
16956,25, Adm-clerical, Black, Female,45,12
16957,31, Handlers-cleaners, White, Male,35,2
16958,42, Craft-repair, White, Male,38,10
16959,26, Craft-repair, White, Male,20,5
16960,62, Exec-managerial, White, Male,98,10
16961,28, Exec-managerial, White, Male,50,13
16962,34, Exec-managerial, White, Male,40,14
16963,51, Handlers-cleaners, White, Male,40,13
16964,45, Prof-specialty, White, Female,45,14
16965,44, Transport-moving, White, Male,50,10
16966,47, ?, White, Male,10,4
16967,35, Farming-fishing, White, Male,40,10
16968,46, Transport-moving, White, Male,40,4
16969,46, Tech-support, White, Male,56,12
16970,46, Exec-managerial, White, Male,53,13
16971,66, Exec-managerial, White, Male,8,13
16972,34, Adm-clerical, White, Female,20,9
16973,26, Sales, White, Male,40,12
16974,29, Craft-repair, White, Male,40,9
16975,30, Other-service, Black, Male,40,9
16976,23, Adm-clerical, White, Female,40,13
16977,46, Machine-op-inspct, White, Female,40,5
16978,44, ?, White, Male,40,6
16979,54, Sales, White, Male,68,14
16980,54, Farming-fishing, White, Male,60,4
16981,71, Sales, White, Female,13,5
16982,51, Craft-repair, White, Male,45,8
16983,32, Craft-repair, White, Male,40,9
16984,75, ?, White, Female,14,9
16985,57, Craft-repair, White, Male,40,7
16986,34, Craft-repair, White, Male,40,5
16987,40, Sales, White, Male,40,13
16988,21, Exec-managerial, White, Female,40,9
16989,50, Prof-specialty, White, Male,40,14
16990,32, Craft-repair, White, Male,44,11
16991,37, Prof-specialty, White, Female,50,13
16992,19, Craft-repair, White, Male,99,4
16993,64, Adm-clerical, White, Female,30,9
16994,17, Other-service, Black, Male,20,7
16995,37, Other-service, White, Male,40,11
16996,32, Craft-repair, White, Male,45,10
16997,20, Other-service, Black, Male,20,10
16998,39, Prof-specialty, White, Male,40,16
16999,18, Handlers-cleaners, White, Male,40,8
17000,42, Prof-specialty, White, Male,50,14
17001,43, Sales, White, Male,40,10
17002,42, Adm-clerical, White, Male,55,13
17003,53, Prof-specialty, White, Female,60,13
17004,52, Sales, White, Male,40,9
17005,51, Farming-fishing, White, Male,40,6
17006,77, Sales, White, Male,8,10
17007,25, Sales, Black, Female,30,10
17008,38, Prof-specialty, White, Male,40,10
17009,20, Other-service, White, Male,40,9
17010,23, Craft-repair, White, Male,30,9
17011,27, Adm-clerical, White, Female,40,9
17012,19, Other-service, White, Female,40,7
17013,41, Sales, White, Male,40,13
17014,47, Exec-managerial, Black, Male,40,10
17015,72, ?, White, Female,7,13
17016,42, Exec-managerial, White, Female,40,14
17017,36, Sales, White, Male,40,13
17018,42, Farming-fishing, White, Male,60,14
17019,24, Adm-clerical, White, Female,40,13
17020,22, Handlers-cleaners, White, Male,40,9
17021,29, Other-service, White, Male,40,2
17022,42, Exec-managerial, White, Male,40,15
17023,24, Prof-specialty, White, Male,20,13
17024,41, Adm-clerical, White, Male,45,10
17025,29, Protective-serv, Asian-Pac-Islander, Male,40,9
17026,36, Craft-repair, White, Male,40,9
17027,78, Sales, White, Male,45,9
17028,43, Tech-support, White, Female,32,11
17029,34, Exec-managerial, White, Female,40,10
17030,20, ?, White, Female,40,10
17031,24, Craft-repair, White, Male,40,8
17032,36, Tech-support, White, Male,40,11
17033,49, Sales, White, Male,44,10
17034,21, Transport-moving, White, Male,40,5
17035,51, Other-service, Black, Female,40,12
17036,30, Tech-support, White, Male,40,9
17037,37, Craft-repair, White, Male,40,9
17038,30, Adm-clerical, White, Female,40,11
17039,20, ?, Black, Male,10,10
17040,46, Craft-repair, White, Male,40,9
17041,24, Other-service, White, Male,40,9
17042,32, Sales, White, Male,42,13
17043,36, Prof-specialty, White, Male,50,10
17044,30, Handlers-cleaners, White, Female,40,7
17045,60, Transport-moving, White, Male,40,10
17046,56, Exec-managerial, White, Female,40,10
17047,57, Machine-op-inspct, White, Male,40,7
17048,61, Exec-managerial, White, Female,40,13
17049,50, Craft-repair, White, Male,40,9
17050,56, Exec-managerial, White, Male,48,9
17051,61, Sales, White, Male,35,10
17052,45, Exec-managerial, White, Male,70,14
17053,31, Prof-specialty, White, Male,40,14
17054,60, Exec-managerial, Black, Male,50,9
17055,26, Prof-specialty, White, Male,40,10
17056,56, Other-service, White, Female,40,7
17057,45, Other-service, White, Female,40,7
17058,28, Exec-managerial, White, Male,65,12
17059,45, Exec-managerial, Amer-Indian-Eskimo, Male,40,10
17060,58, Handlers-cleaners, White, Male,40,5
17061,38, Tech-support, White, Female,40,11
17062,23, Exec-managerial, White, Female,40,13
17063,49, Craft-repair, White, Male,40,9
17064,19, Sales, White, Female,25,10
17065,22, Other-service, White, Male,40,9
17066,23, Machine-op-inspct, White, Male,50,9
17067,23, Adm-clerical, White, Female,40,9
17068,40, Craft-repair, White, Male,25,9
17069,55, Prof-specialty, White, Female,40,13
17070,34, Prof-specialty, White, Female,40,11
17071,21, Machine-op-inspct, Black, Male,40,9
17072,28, Other-service, White, Female,40,9
17073,43, Tech-support, Asian-Pac-Islander, Male,40,13
17074,17, Transport-moving, White, Male,20,5
17075,51, Transport-moving, White, Female,40,6
17076,37, Sales, White, Male,40,9
17077,54, Sales, White, Male,50,13
17078,24, Sales, White, Male,30,13
17079,35, Craft-repair, White, Male,40,9
17080,48, Machine-op-inspct, Black, Female,40,9
17081,23, Machine-op-inspct, White, Male,40,11
17082,24, Priv-house-serv, White, Female,45,9
17083,24, Adm-clerical, White, Female,20,11
17084,50, Craft-repair, White, Male,40,4
17085,34, Transport-moving, White, Male,40,9
17086,45, Adm-clerical, White, Female,40,9
17087,36, Craft-repair, White, Male,40,7
17088,33, Exec-managerial, White, Male,45,13
17089,21, Other-service, White, Female,20,9
17090,32, Craft-repair, White, Male,40,9
17091,22, Farming-fishing, White, Male,40,3
17092,53, Tech-support, White, Male,40,9
17093,36, Machine-op-inspct, White, Male,40,9
17094,22, Sales, White, Male,40,13
17095,47, Protective-serv, Black, Female,40,9
17096,25, ?, Amer-Indian-Eskimo, Female,20,10
17097,30, Machine-op-inspct, White, Female,20,9
17098,49, ?, Black, Female,40,9
17099,23, Sales, White, Male,40,10
17100,40, Transport-moving, White, Male,35,6
17101,45, Tech-support, White, Male,40,12
17102,61, Prof-specialty, White, Male,42,13
17103,35, Exec-managerial, White, Female,55,9
17104,20, Other-service, White, Female,25,10
17105,27, Adm-clerical, White, Male,60,6
17106,23, Adm-clerical, White, Female,40,9
17107,25, Prof-specialty, White, Male,40,13
17108,65, Adm-clerical, White, Female,35,10
17109,25, Adm-clerical, Black, Female,40,9
17110,49, Sales, Asian-Pac-Islander, Male,50,13
17111,45, Adm-clerical, White, Female,40,13
17112,46, Exec-managerial, White, Female,45,14
17113,67, Sales, White, Female,32,9
17114,40, Machine-op-inspct, White, Female,40,9
17115,51, Exec-managerial, White, Male,60,10
17116,44, Exec-managerial, White, Male,50,13
17117,35, Transport-moving, White, Male,60,9
17118,28, Sales, White, Male,40,10
17119,44, Handlers-cleaners, White, Female,48,9
17120,37, Craft-repair, White, Male,50,10
17121,54, Transport-moving, White, Male,45,10
17122,33, Prof-specialty, White, Female,40,15
17123,46, Exec-managerial, White, Female,40,9
17124,45, Exec-managerial, White, Male,40,14
17125,27, Exec-managerial, White, Male,40,12
17126,49, Sales, White, Male,50,14
17127,51, Sales, White, Male,45,9
17128,27, Handlers-cleaners, White, Male,40,9
17129,36, Machine-op-inspct, White, Male,40,9
17130,59, Prof-specialty, White, Male,40,13
17131,24, Sales, White, Female,15,10
17132,66, ?, White, Female,40,11
17133,31, Other-service, White, Female,38,9
17134,35, Prof-specialty, Amer-Indian-Eskimo, Female,60,16
17135,34, Other-service, Asian-Pac-Islander, Female,50,13
17136,50, Protective-serv, Black, Male,70,10
17137,43, Sales, White, Male,50,9
17138,21, Craft-repair, White, Male,30,5
17139,33, Other-service, White, Male,45,5
17140,48, Adm-clerical, White, Female,38,10
17141,22, Priv-house-serv, White, Female,36,9
17142,29, Exec-managerial, Asian-Pac-Islander, Male,40,14
17143,42, Prof-specialty, White, Male,40,11
17144,28, Craft-repair, White, Male,50,9
17145,36, Prof-specialty, White, Female,38,9
17146,66, Other-service, White, Female,25,9
17147,44, Prof-specialty, White, Female,20,13
17148,45, Adm-clerical, Black, Female,40,10
17149,49, Other-service, Black, Female,40,9
17150,36, Prof-specialty, White, Female,45,13
17151,48, Handlers-cleaners, White, Male,60,7
17152,19, Transport-moving, White, Male,40,9
17153,36, Adm-clerical, White, Male,40,13
17154,41, Exec-managerial, White, Male,45,14
17155,32, Sales, White, Male,50,10
17156,49, Craft-repair, White, Male,40,9
17157,51, Exec-managerial, White, Female,40,9
17158,20, Other-service, White, Female,29,10
17159,39, Adm-clerical, White, Female,40,13
17160,38, Tech-support, White, Male,40,9
17161,19, Other-service, White, Female,25,10
17162,29, Handlers-cleaners, White, Male,40,13
17163,52, Sales, Asian-Pac-Islander, Male,40,9
17164,22, Craft-repair, White, Male,44,11
17165,44, Exec-managerial, White, Male,80,10
17166,43, Craft-repair, White, Male,40,9
17167,41, Transport-moving, White, Male,40,10
17168,63, ?, White, Male,40,9
17169,40, Sales, Black, Male,44,11
17170,40, Exec-managerial, White, Male,30,13
17171,18, Sales, White, Female,15,7
17172,57, Prof-specialty, Asian-Pac-Islander, Male,50,15
17173,54, Exec-managerial, Asian-Pac-Islander, Male,40,13
17174,44, Prof-specialty, White, Female,40,13
17175,20, Sales, White, Male,30,10
17176,40, Other-service, White, Female,40,10
17177,29, Transport-moving, White, Male,40,10
17178,22, Adm-clerical, White, Male,40,13
17179,44, Exec-managerial, White, Male,40,14
17180,45, Sales, White, Male,45,10
17181,52, Prof-specialty, White, Male,40,13
17182,57, Machine-op-inspct, White, Male,40,9
17183,51, Protective-serv, White, Male,40,9
17184,23, Sales, Black, Male,10,13
17185,22, Other-service, White, Male,44,11
17186,37, Exec-managerial, White, Female,40,10
17187,58, Adm-clerical, Black, Female,40,9
17188,61, Farming-fishing, White, Male,20,6
17189,30, Prof-specialty, White, Female,45,14
17190,23, Adm-clerical, White, Female,40,10
17191,30, Other-service, Amer-Indian-Eskimo, Male,40,6
17192,18, Other-service, White, Male,25,9
17193,34, Other-service, White, Female,12,10
17194,23, Handlers-cleaners, Black, Male,40,9
17195,23, Priv-house-serv, White, Female,10,10
17196,57, Sales, White, Male,55,13
17197,58, Exec-managerial, White, Male,45,9
17198,59, Transport-moving, White, Male,40,9
17199,27, Adm-clerical, White, Male,40,13
17200,50, Farming-fishing, White, Male,45,13
17201,44, Prof-specialty, White, Female,16,14
17202,25, Tech-support, White, Female,40,13
17203,33, Other-service, White, Female,30,9
17204,22, Other-service, White, Male,35,10
17205,21, Craft-repair, White, Male,30,10
17206,44, Prof-specialty, White, Female,36,7
17207,50, Sales, Asian-Pac-Islander, Male,50,10
17208,44, Transport-moving, White, Male,45,9
17209,53, ?, White, Male,40,9
17210,41, Exec-managerial, White, Male,50,13
17211,54, Adm-clerical, White, Female,40,10
17212,60, Farming-fishing, White, Male,40,4
17213,58, Prof-specialty, White, Male,20,14
17214,27, Tech-support, White, Male,40,10
17215,43, Adm-clerical, White, Female,60,9
17216,33, Handlers-cleaners, White, Male,40,12
17217,24, Transport-moving, White, Male,65,10
17218,41, Transport-moving, White, Male,40,9
17219,21, Craft-repair, White, Male,40,9
17220,39, Craft-repair, Asian-Pac-Islander, Male,40,10
17221,27, Exec-managerial, White, Female,40,13
17222,50, Transport-moving, White, Male,40,9
17223,20, Handlers-cleaners, White, Male,40,9
17224,46, Exec-managerial, White, Male,40,13
17225,49, Transport-moving, White, Male,40,7
17226,35, Exec-managerial, White, Female,35,13
17227,56, Other-service, White, Male,45,10
17228,41, Prof-specialty, White, Male,40,14
17229,41, Craft-repair, White, Male,50,10
17230,42, Craft-repair, White, Male,40,9
17231,58, Craft-repair, White, Male,40,4
17232,43, Adm-clerical, White, Male,40,10
17233,25, Other-service, White, Female,40,9
17234,57, Adm-clerical, White, Female,42,9
17235,49, Machine-op-inspct, White, Female,40,4
17236,23, Handlers-cleaners, White, Male,40,10
17237,59, Craft-repair, White, Male,40,9
17238,50, Transport-moving, White, Male,70,10
17239,33, Prof-specialty, White, Female,45,13
17240,52, Tech-support, White, Male,45,14
17241,37, Craft-repair, White, Male,40,9
17242,30, Adm-clerical, White, Female,40,9
17243,39, Craft-repair, White, Male,60,9
17244,54, Craft-repair, White, Male,42,10
17245,52, Sales, White, Male,45,9
17246,22, Protective-serv, White, Male,56,9
17247,19, ?, White, Male,25,10
17248,65, Sales, White, Male,10,9
17249,32, Adm-clerical, White, Male,40,13
17250,25, Machine-op-inspct, White, Male,40,4
17251,34, Craft-repair, White, Male,40,10
17252,47, Other-service, White, Female,55,11
17253,24, Farming-fishing, White, Male,98,9
17254,63, Exec-managerial, White, Female,60,16
17255,48, Priv-house-serv, White, Female,35,3
17256,26, Sales, White, Female,50,9
17257,28, Machine-op-inspct, White, Male,40,10
17258,23, Other-service, Black, Male,12,9
17259,57, Prof-specialty, Asian-Pac-Islander, Male,50,15
17260,64, Tech-support, White, Male,40,13
17261,28, Exec-managerial, White, Male,50,13
17262,28, Sales, White, Male,40,4
17263,34, Machine-op-inspct, White, Male,40,10
17264,38, Exec-managerial, White, Male,45,7
17265,44, Farming-fishing, White, Male,60,12
17266,34, Prof-specialty, White, Female,20,11
17267,18, Craft-repair, White, Male,25,9
17268,36, Craft-repair, Other, Male,40,8
17269,73, Farming-fishing, Asian-Pac-Islander, Male,40,9
17270,24, Other-service, White, Male,40,9
17271,29, Exec-managerial, Black, Male,40,13
17272,33, Prof-specialty, White, Male,40,10
17273,57, Adm-clerical, Black, Female,35,9
17274,41, Craft-repair, White, Female,40,11
17275,55, Transport-moving, Black, Female,35,6
17276,21, Craft-repair, White, Male,40,6
17277,36, Prof-specialty, White, Male,45,14
17278,26, Prof-specialty, Other, Male,50,10
17279,32, ?, White, Female,20,13
17280,40, Tech-support, White, Female,40,10
17281,32, Craft-repair, White, Male,40,9
17282,21, Other-service, White, Female,40,10
17283,59, Exec-managerial, White, Male,40,10
17284,29, Sales, Black, Female,40,9
17285,29, Machine-op-inspct, White, Male,48,10
17286,59, Exec-managerial, White, Male,80,14
17287,58, Transport-moving, White, Male,40,9
17288,47, Machine-op-inspct, White, Male,45,9
17289,44, Adm-clerical, White, Female,45,9
17290,31, Other-service, White, Male,40,9
17291,42, Craft-repair, White, Male,35,9
17292,19, Other-service, White, Male,25,9
17293,66, Sales, White, Male,50,9
17294,41, Machine-op-inspct, White, Male,45,9
17295,22, Sales, White, Female,30,10
17296,31, Sales, White, Female,30,9
17297,30, Sales, White, Male,40,13
17298,36, Other-service, White, Female,16,9
17299,75, ?, White, Male,40,16
17300,41, Prof-specialty, Asian-Pac-Islander, Female,36,12
17301,19, Handlers-cleaners, White, Male,20,10
17302,60, Other-service, White, Male,40,9
17303,24, Transport-moving, White, Male,40,7
17304,25, Machine-op-inspct, White, Male,40,7
17305,52, Exec-managerial, White, Female,50,10
17306,30, Exec-managerial, White, Female,45,13
17307,37, Craft-repair, White, Male,40,9
17308,55, Exec-managerial, White, Female,30,16
17309,20, Adm-clerical, Black, Female,24,10
17310,32, Priv-house-serv, White, Female,15,4
17311,18, Other-service, White, Male,35,9
17312,24, Craft-repair, White, Male,40,10
17313,33, Protective-serv, White, Male,45,10
17314,76, ?, White, Female,40,10
17315,57, Protective-serv, White, Male,14,14
17316,53, Prof-specialty, White, Female,38,14
17317,19, Sales, White, Female,40,9
17318,50, Prof-specialty, White, Male,40,15
17319,27, Exec-managerial, White, Male,50,13
17320,40, Craft-repair, White, Female,60,11
17321,26, ?, White, Male,40,6
17322,47, Sales, White, Male,55,9
17323,39, Prof-specialty, White, Male,50,11
17324,49, Adm-clerical, White, Male,40,10
17325,28, Prof-specialty, White, Male,7,10
17326,33, ?, Black, Female,30,10
17327,50, Exec-managerial, White, Male,40,13
17328,28, Transport-moving, White, Male,50,7
17329,30, Sales, White, Male,40,9
17330,47, Exec-managerial, White, Male,50,14
17331,39, Prof-specialty, White, Male,40,13
17332,37, Sales, White, Male,50,9
17333,50, Sales, White, Male,80,9
17334,37, Machine-op-inspct, White, Male,40,6
17335,26, Machine-op-inspct, White, Male,40,9
17336,55, Craft-repair, White, Male,40,11
17337,46, Prof-specialty, White, Male,40,13
17338,32, Sales, White, Male,60,9
17339,26, Craft-repair, White, Male,45,13
17340,32, Transport-moving, White, Male,40,9
17341,43, Handlers-cleaners, Asian-Pac-Islander, Female,40,10
17342,19, Craft-repair, White, Female,40,9
17343,38, Other-service, White, Female,75,9
17344,38, Sales, White, Male,40,3
17345,65, Adm-clerical, White, Female,40,11
17346,70, Exec-managerial, White, Male,40,10
17347,48, ?, White, Female,25,9
17348,44, Machine-op-inspct, Black, Female,7,13
17349,32, Sales, White, Male,50,10
17350,30, Protective-serv, Black, Female,40,9
17351,49, Adm-clerical, White, Male,60,12
17352,23, Adm-clerical, Black, Female,40,9
17353,25, Handlers-cleaners, White, Male,16,10
17354,19, Adm-clerical, White, Female,15,10
17355,27, Craft-repair, White, Male,40,11
17356,43, Transport-moving, White, Male,60,9
17357,38, Craft-repair, White, Male,50,9
17358,42, Prof-specialty, White, Male,60,14
17359,33, Adm-clerical, White, Male,38,13
17360,30, Exec-managerial, White, Male,40,13
17361,29, Tech-support, White, Male,40,13
17362,30, Craft-repair, White, Male,40,7
17363,26, Tech-support, White, Male,40,9
17364,43, Prof-specialty, White, Male,40,13
17365,30, Other-service, White, Female,45,9
17366,38, Transport-moving, White, Male,40,10
17367,48, Exec-managerial, White, Male,40,14
17368,57, Sales, White, Male,55,13
17369,30, Sales, White, Female,30,9
17370,42, Exec-managerial, Black, Male,45,14
17371,31, Exec-managerial, White, Male,70,9
17372,32, Craft-repair, White, Male,40,10
17373,28, Exec-managerial, White, Male,40,13
17374,63, Handlers-cleaners, White, Male,40,9
17375,32, Transport-moving, White, Male,40,9
17376,20, Handlers-cleaners, White, Male,12,10
17377,51, Prof-specialty, White, Female,30,14
17378,36, Other-service, White, Male,20,13
17379,24, Sales, Amer-Indian-Eskimo, Male,40,10
17380,41, Adm-clerical, White, Female,44,11
17381,21, Machine-op-inspct, White, Male,40,9
17382,27, Craft-repair, Asian-Pac-Islander, Male,45,10
17383,17, Other-service, Black, Male,35,5
17384,45, Other-service, White, Female,40,2
17385,39, Adm-clerical, White, Female,35,9
17386,21, Prof-specialty, Amer-Indian-Eskimo, Female,4,10
17387,29, Prof-specialty, White, Male,45,13
17388,39, Sales, White, Male,45,14
17389,42, Transport-moving, Black, Male,40,9
17390,22, Craft-repair, White, Male,40,3
17391,21, ?, White, Female,40,10
17392,59, Adm-clerical, White, Female,40,9
17393,40, Exec-managerial, White, Male,65,14
17394,45, Other-service, White, Female,40,10
17395,35, Exec-managerial, White, Male,50,9
17396,58, Farming-fishing, White, Male,20,9
17397,45, Craft-repair, White, Male,40,10
17398,29, Machine-op-inspct, Amer-Indian-Eskimo, Male,45,9
17399,21, Craft-repair, White, Male,45,7
17400,51, Tech-support, White, Male,40,9
17401,34, Other-service, White, Female,40,10
17402,40, Adm-clerical, White, Female,35,13
17403,45, Adm-clerical, White, Female,16,7
17404,38, Sales, White, Male,40,6
17405,22, Adm-clerical, White, Female,40,13
17406,37, Other-service, White, Male,40,5
17407,62, Other-service, White, Female,40,6
17408,32, Exec-managerial, White, Female,60,13
17409,36, Prof-specialty, White, Female,4,13
17410,43, Craft-repair, White, Male,40,9
17411,37, Transport-moving, White, Male,40,9
17412,33, ?, Asian-Pac-Islander, Female,40,13
17413,28, Transport-moving, White, Male,55,9
17414,49, ?, White, Female,28,10
17415,47, Other-service, White, Female,7,9
17416,59, Adm-clerical, White, Female,40,9
17417,35, Machine-op-inspct, White, Male,40,9
17418,35, Sales, White, Male,40,13
17419,29, Prof-specialty, White, Male,40,13
17420,57, Prof-specialty, Black, Female,40,12
